,PM_US Post
2160,39.0
2161,49.0
2162,35.0
2163,31.0
2164,26.0
2165,24.0
2166,22.0
2167,30.0
2168,25.0
2169,21.0
2170,21.0
2171,21.0
2172,35.0
2173,31.0
2174,15.0
2175,16.0
2176,18.0
2177,15.0
2178,17.0
2179,24.0
2180,20.0
2181,54.0
2182,39.0
2183,27.0
2184,52.0
2185,41.0
2186,35.0
2187,44.0
2188,45.0
2189,40.0
2190,27.0
2191,27.0
2192,21.0
2193,14.0
2194,14.0
2195,17.0
2196,13.0
2197,17.0
2198,16.0
2199,18.0
2200,12.0
2201,12.0
2202,21.0
2203,30.0
2204,69.0
2205,77.0
2206,49.0
2207,48.0
2208,53.0
2209,52.0
2210,53.0
2211,58.0
2212,56.0
2213,60.0
2214,100.0
2215,133.0
2216,138.0
2217,67.0
2218,59.0
2219,82.0
2220,89.0
2221,110.0
2222,128.0
2223,132.0
2224,136.0
2225,132.0
2226,119.0
2227,131.0
2228,161.0
2229,168.0
2230,164.0
2231,184.0
2232,178.0
2233,194.0
2234,206.0
2235,191.0
2236,180.0
2237,200.0
2238,170.0
2239,197.0
2240,184.0
2241,167.0
2242,111.0
2243,92.0
2244,44.0
2245,41.0
2246,34.0
2247,27.0
2248,32.0
2249,43.0
2250,61.0
2251,70.0
2252,87.0
2253,98.0
2254,173.0
2255,199.0
2256,177.0
2257,169.0
2258,187.0
2259,166.0
2260,161.0
2261,169.0
2262,180.0
2263,166.0
2264,185.0
2265,166.0
2266,171.0
2267,176.0
2268,186.0
2269,142.0
2270,121.0
2271,130.0
2272,132.0
2273,126.0
2274,47.0
2275,25.0
2276,23.0
2277,20.0
2278,18.0
2279,30.0
2280,14.0
2281,12.0
2282,18.0
2283,19.0
2284,33.0
2285,26.0
2286,24.0
2287,28.0
2288,27.0
2289,19.0
2290,16.0
2291,15.0
2292,16.0
2293,16.0
2294,15.0
2295,17.0
2296,12.0
2297,15.0
2298,17.0
2299,23.0
2300,19.0
2301,24.0
2302,34.0
2303,52.0
2304,55.0
2305,69.0
2306,87.0
2307,102.0
2308,79.0
2309,75.0
2310,68.0
2311,78.0
2312,101.0
2313,114.0
2314,135.0
2315,140.0
2316,118.0
2317,108.0
2318,103.0
2319,94.0
2320,90.0
2321,87.0
2322,80.0
2323,84.0
2324,96.0
2325,110.0
2326,104.0
2327,97.0
2328,84.0
2329,74.0
2330,74.0
2331,67.0
2332,69.0
2333,69.0
2334,75.0
2335,78.0
2336,91.0
2337,107.0
2338,107.0
2339,127.0
2340,132.0
2341,128.0
2342,122.0
2343,113.0
2344,105.0
2345,127.0
2346,144.0
2347,158.0
2348,141.0
2349,124.0
2350,131.0
2351,150.0
2352,137.0
2353,128.0
2354,103.0
2355,60.0
2356,50.0
2357,63.0
2358,77.0
2359,62.0
2360,58.0
2361,77.0
2362,131.0
2363,121.0
2364,81.0
2365,77.0
2366,67.0
2367,66.0
2368,60.0
2369,71.0
2370,94.0
2371,90.0
2372,85.0
2373,75.0
2374,79.0
2375,91.0
2376,89.0
2377,102.0
2378,49.0
2379,14.0
2380,14.0
2381,16.0
2382,14.0
2383,22.0
2384,17.0
2385,16.0
2386,19.0
2387,19.0
2388,24.0
2389,22.0
2390,22.0
2391,32.0
2392,30.0
2393,24.0
2394,29.0
2395,56.0
2396,58.0
2397,53.0
2398,37.0
2399,39.0
2400,40.0
2401,44.0
2402,48.0
2403,54.0
2404,73.0
2405,89.0
2406,80.0
2407,84.0
2408,91.0
2409,68.0
2410,67.0
2411,75.0
2412,68.0
2413,63.0
2414,57.0
2415,50.0
2416,63.0
2417,81.0
2418,78.0
2419,79.0
2420,87.0
2421,86.0
2422,86.0
2423,87.0
2424,84.0
2425,86.0
2426,108.0
2427,116.0
2428,105.0
2429,95.0
2430,44.0
2431,33.0
2432,23.0
2433,22.0
2434,42.0
2435,88.0
2436,40.0
2437,25.0
2438,29.0
2439,31.0
2440,23.0
2441,14.0
2442,14.0
2443,12.0
2444,11.0
2445,8.0
2446,7.0
2447,8.0
2448,11.0
2449,14.0
2450,13.0
2451,13.0
2452,16.0
2453,14.0
2454,14.0
2455,19.0
2456,12.0
2457,13.0
2458,15.0
2459,14.0
2460,13.0
2461,12.0
2462,11.0
2463,13.0
2464,13.0
2465,13.0
2466,17.0
2467,31.0
2468,47.0
2469,68.0
2470,69.0
2471,100.0
2472,81.0
2473,55.0
2474,48.0
2475,42.0
2476,39.0
2477,26.0
2478,24.0
2479,25.0
2480,30.0
2481,43.0
2482,42.0
2483,57.0
2484,38.0
2485,41.0
2486,54.0
2487,50.0
2488,81.0
2489,96.0
2490,94.0
2491,84.0
2492,67.0
2493,70.0
2494,76.0
2495,79.0
2496,81.0
2497,84.0
2498,97.0
2499,106.0
2500,121.0
2501,130.0
2502,142.0
2503,171.0
2504,196.0
2505,198.0
2506,206.0
2507,203.0
2508,204.0
2509,199.0
2510,193.0
2511,194.0
2512,202.0
2513,200.0
2514,206.0
2515,212.0
2516,220.0
2517,237.0
2518,225.0
2519,235.0
2520,239.0
2521,244.0
2522,255.0
2523,247.0
2524,253.0
2525,242.0
2526,244.0
2527,235.0
2528,249.0
2529,254.0
2530,266.0
2531,286.0
2532,289.0
2533,285.0
2534,215.0
2535,185.0
2536,151.0
2537,134.0
2538,143.0
2539,123.0
2540,102.0
2541,96.0
2542,92.0
2543,91.0
2544,107.0
2545,103.0
2546,129.0
2547,130.0
2548,116.0
2549,128.0
2550,152.0
2551,154.0
2552,151.0
2553,165.0
2554,149.0
2555,162.0
2556,170.0
2557,143.0
2558,144.0
2559,156.0
2560,161.0
2561,140.0
2562,134.0
2563,138.0
2564,184.0
2565,223.0
2566,212.0
2567,206.0
2568,212.0
2569,209.0
2570,198.0
2571,192.0
2572,184.0
2573,177.0
2574,183.0
2575,184.0
2576,195.0
2577,209.0
2578,200.0
2579,207.0
2580,215.0
2581,229.0
2582,248.0
2583,255.0
2584,268.0
2585,264.0
2586,257.0
2587,300.0
2588,309.0
2589,331.0
2590,351.0
2591,389.0
2592,385.0
2593,382.0
2594,382.0
2595,369.0
2596,343.0
2597,342.0
2598,324.0
2599,307.0
2600,272.0
2601,131.0
2602,36.0
2603,22.0
2604,17.0
2605,17.0
2606,27.0
2607,170.0
2608,175.0
2609,121.0
2610,198.0
2611,184.0
2612,167.0
2613,155.0
2614,152.0
2615,110.0
2616,94.0
2617,100.0
2618,100.0
2619,94.0
2620,87.0
2621,82.0
2622,83.0
2623,94.0
2624,92.0
2625,84.0
2626,69.0
2627,83.0
2628,90.0
2629,95.0
2630,73.0
2631,66.0
2632,77.0
2633,80.0
2634,76.0
2635,80.0
2636,71.0
2637,55.0
2638,53.0
2639,48.0
2640,52.0
2641,46.0
2642,38.0
2643,30.0
2644,26.0
2645,27.0
2646,47.0
2647,50.0
2648,51.0
2649,48.0
2650,51.0
2651,49.0
2652,51.0
2653,39.0
2654,23.0
2655,16.0
2656,26.0
2657,32.0
2658,35.0
2659,34.0
2660,46.0
2661,44.0
2662,41.0
2663,34.0
2664,31.0
2665,49.0
2666,37.0
2667,27.0
2668,37.0
2669,45.0
2670,44.0
2671,53.0
2672,48.0
2673,47.0
2674,46.0
2675,42.0
2676,40.0
2677,38.0
2678,30.0
2679,34.0
2680,35.0
2681,35.0
2682,26.0
2683,33.0
2684,47.0
2685,41.0
2686,47.0
2687,37.0
2688,41.0
2689,60.0
2690,62.0
2691,36.0
2692,31.0
2693,24.0
2694,65.0
2695,51.0
2696,41.0
2697,39.0
2698,31.0
2699,19.0
2700,19.0
2701,18.0
2702,10.0
2703,16.0
2704,23.0
2705,21.0
2706,20.0
2707,23.0
2708,32.0
2709,39.0
2710,38.0
2711,45.0
2712,53.0
2713,56.0
2714,54.0
2715,65.0
2716,73.0
2717,70.0
2718,81.0
2719,90.0
2720,86.0
2721,107.0
2722,122.0
2723,114.0
2724,111.0
2725,112.0
2726,111.0
2727,117.0
2728,103.0
2729,85.0
2730,79.0
2731,78.0
2732,83.0
2733,89.0
2734,93.0
2735,98.0
2736,93.0
2737,96.0
2738,92.0
2739,106.0
2740,98.0
2741,110.0
2742,129.0
2743,141.0
2744,140.0
2745,142.0
2746,134.0
2747,133.0
2748,128.0
2749,110.0
2750,120.0
2751,135.0
2752,22.0
2753,15.0
2754,19.0
2755,16.0
2756,9.0
2757,7.0
2758,7.0
2759,10.0
2760,8.0
2761,5.0
2762,9.0
2763,20.0
2764,8.0
2765,7.0
2766,6.0
2767,16.0
2768,10.0
2769,11.0
2770,11.0
2771,18.0
2772,26.0
2773,25.0
2774,20.0
2775,24.0
2776,15.0
2777,10.0
2778,10.0
2779,14.0
2780,11.0
2781,11.0
2782,16.0
2783,13.0
2784,16.0
2785,15.0
2786,17.0
2787,18.0
2788,22.0
2789,19.0
2790,22.0
2791,27.0
2792,31.0
2793,42.0
2794,46.0
2795,50.0
2796,45.0
2797,47.0
2798,30.0
2799,31.0
2800,16.0
2801,14.0
2802,17.0
2803,15.0
2804,14.0
2805,14.0
2806,11.0
2807,24.0
2808,27.0
2809,15.0
2810,13.0
2811,11.0
2812,11.0
2813,13.0
2814,13.0
2815,14.0
2816,15.0
2817,14.0
2818,19.0
2819,14.0
2820,13.0
2821,15.0
2822,11.0
2823,20.0
2824,16.0
2825,14.0
2826,17.0
2827,16.0
2828,15.0
2829,38.0
2830,15.0
2831,18.0
2832,16.0
2833,19.0
2834,18.0
2835,20.0
2836,19.0
2837,17.0
2838,21.0
2839,20.0
2840,19.0
2841,17.0
2842,16.0
2843,15.0
2844,17.0
2845,22.0
2846,19.0
2847,17.0
2848,18.0
2849,27.0
2850,22.0
2851,18.0
2852,19.0
2853,15.0
2854,19.0
2855,27.0
2856,21.0
2857,24.0
2858,32.0
2859,40.0
2860,36.0
2861,20.0
2862,32.0
2863,28.0
2864,21.0
2865,20.0
2866,19.0
2867,19.0
2868,16.0
2869,20.0
2870,15.0
2871,20.0
2872,20.0
2873,23.0
2874,37.0
2875,34.0
2876,39.0
2877,45.0
2878,54.0
2879,62.0
2880,70.0
2881,66.0
2882,70.0
2883,82.0
2884,97.0
2885,86.0
2886,94.0
2887,89.0
2888,90.0
2889,86.0
2890,70.0
2891,79.0
2892,80.0
2893,69.0
2894,52.0
2895,48.0
2896,35.0
2897,31.0
2898,37.0
2899,63.0
2900,61.0
2901,74.0
2902,74.0
2903,75.0
2904,68.0
2905,77.0
2906,93.0
2907,102.0
2908,111.0
2909,127.0
2910,132.0
2911,146.0
2912,151.0
2913,142.0
2914,115.0
2915,59.0
2916,63.0
2917,65.0
2918,57.0
2919,55.0
2920,45.0
2921,39.0
2922,32.0
2923,32.0
2924,31.0
2925,32.0
2926,24.0
2927,36.0
2928,56.0
2929,43.0
2930,69.0
2931,45.0
2932,44.0
2933,64.0
2934,80.0
2935,53.0
2936,102.0
2937,133.0
2938,151.0
2939,149.0
2940,141.0
2941,146.0
2942,150.0
2943,150.0
2944,151.0
2945,142.0
2946,138.0
2947,142.0
2948,142.0
2949,150.0
2950,160.0
2951,118.0
2952,114.0
2953,111.0
2954,113.0
2955,120.0
2956,129.0
2957,133.0
2958,118.0
2959,119.0
2960,118.0
2961,132.0
2962,128.0
2963,135.0
2964,123.0
2965,118.0
2966,104.0
2967,121.0
2968,136.0
2969,172.0
2970,208.0
2971,228.0
2972,201.0
2973,142.0
2974,154.0
2975,165.0
2976,182.0
2977,158.0
2978,181.0
2979,202.0
2980,202.0
2981,198.0
2982,215.0
2983,216.0
2984,261.0
2985,283.0
2986,282.0
2987,260.0
2988,70.0
2989,32.0
2990,13.0
2991,9.0
2992,7.0
2993,11.0
2994,14.0
2995,14.0
2996,14.0
2997,12.0
2998,10.0
2999,16.0
3000,9.0
3001,10.0
3002,10.0
3003,11.0
3004,13.0
3005,12.0
3006,17.0
3007,15.0
3008,19.0
3009,20.0
3010,16.0
3011,20.0
3012,17.0
3013,14.0
3014,18.0
3015,16.0
3016,16.0
3017,18.0
3018,25.0
3019,32.0
3020,35.0
3021,35.0
3022,41.0
3023,48.0
3024,50.0
3025,52.0
3026,57.0
3027,64.0
3028,66.0
3029,73.0
3030,72.0
3031,81.0
3032,85.0
3033,87.0
3034,165.0
3035,219.0
3036,228.0
3037,204.0
3038,173.0
3039,126.0
3040,130.0
3041,115.0
3042,58.0
3043,45.0
3044,30.0
3045,38.0
3046,48.0
3047,50.0
3048,71.0
3049,49.0
3050,67.0
3051,59.0
3052,78.0
3053,140.0
3054,159.0
3055,191.0
3056,201.0
3057,203.0
3058,202.0
3059,163.0
3060,135.0
3061,119.0
3062,107.0
3063,110.0
3064,114.0
3065,132.0
3066,150.0
3067,154.0
3068,148.0
3069,144.0
3070,133.0
3071,139.0
3072,129.0
3073,122.0
3074,120.0
3075,129.0
3076,294.0
3077,100.0
3078,55.0
3079,32.0
3080,19.0
3081,18.0
3082,14.0
3083,20.0
3084,27.0
3085,31.0
3086,39.0
3087,28.0
3088,56.0
3089,53.0
3090,59.0
3091,82.0
3092,108.0
3093,117.0
3094,126.0
3095,132.0
3096,125.0
3097,96.0
3098,40.0
3099,46.0
3100,50.0
3101,58.0
3102,55.0
3103,50.0
3104,55.0
3105,45.0
3106,43.0
3107,63.0
3108,62.0
3109,58.0
3110,28.0
3111,32.0
3112,21.0
3113,15.0
3114,15.0
3115,8.0
3116,20.0
3117,11.0
3118,11.0
3119,10.0
3120,8.0
3121,7.0
3122,5.0
3123,5.0
3124,5.0
3125,4.0
3126,6.0
3127,10.0
3128,13.0
3129,12.0
3130,12.0
3131,16.0
3132,16.0
3133,18.0
3134,16.0
3135,11.0
3136,20.0
3137,20.0
3138,19.0
3139,24.0
3140,39.0
3141,35.0
3142,54.0
3143,49.0
3144,43.0
3145,40.0
3146,37.0
3147,38.0
3148,33.0
3149,31.0
3150,55.0
3151,51.0
3152,55.0
3153,49.0
3154,42.0
3155,44.0
3156,44.0
3157,40.0
3158,43.0
3159,45.0
3160,41.0
3161,43.0
3162,38.0
3163,44.0
3164,43.0
3165,46.0
3166,54.0
3167,52.0
3168,54.0
3169,60.0
3170,69.0
3171,75.0
3172,73.0
3173,72.0
3174,78.0
3175,83.0
3176,83.0
3177,82.0
3178,74.0
3179,60.0
3180,43.0
3181,41.0
3182,57.0
3183,66.0
3184,68.0
3185,78.0
3186,83.0
3187,68.0
3188,64.0
3189,69.0
3190,64.0
3191,60.0
3192,65.0
3193,61.0
3194,83.0
3195,112.0
3196,99.0
3197,108.0
3198,123.0
3199,117.0
3200,130.0
3201,130.0
3202,138.0
3203,147.0
3204,157.0
3205,140.0
3206,140.0
3207,159.0
3208,158.0
3209,168.0
3210,173.0
3211,181.0
3212,193.0
3213,209.0
3214,216.0
3215,219.0
3216,224.0
3217,231.0
3218,237.0
3219,238.0
3220,235.0
3221,222.0
3222,221.0
3223,223.0
3224,203.0
3225,191.0
3226,185.0
3227,181.0
3228,162.0
3229,185.0
3230,188.0
3231,170.0
3232,142.0
3233,126.0
3234,117.0
3235,113.0
3236,122.0
3237,114.0
3238,113.0
3239,107.0
3240,105.0
3241,98.0
3242,115.0
3243,121.0
3244,144.0
3245,185.0
3246,182.0
3247,178.0
3248,185.0
3249,163.0
3250,145.0
3251,137.0
3252,136.0
3253,100.0
3254,81.0
3255,56.0
3256,33.0
3257,70.0
3258,87.0
3259,69.0
3260,47.0
3261,48.0
3262,47.0
3263,51.0
3264,49.0
3265,36.0
3266,44.0
3267,41.0
3268,50.0
3269,51.0
3270,48.0
3271,53.0
3272,77.0
3273,74.0
3274,82.0
3275,75.0
3276,76.0
3277,79.0
3278,84.0
3279,89.0
3280,89.0
3281,89.0
3282,90.0
3283,83.0
3284,96.0
3285,74.0
3286,84.0
3287,86.0
3288,86.0
3289,94.0
3290,105.0
3291,89.0
3292,79.0
3293,13.0
3294,12.0
3295,17.0
3296,13.0
3297,16.0
3298,37.0
3299,53.0
3300,72.0
3301,64.0
3302,60.0
3303,54.0
3304,29.0
3305,41.0
3306,56.0
3307,33.0
3308,31.0
3309,41.0
3310,58.0
3311,49.0
3312,38.0
3313,41.0
3314,34.0
3315,27.0
3316,23.0
3317,34.0
3318,34.0
3319,43.0
3320,50.0
3321,47.0
3322,44.0
3323,36.0
3324,29.0
3325,27.0
3326,30.0
3327,30.0
3328,21.0
3329,19.0
3330,21.0
3331,28.0
3332,32.0
3333,33.0
3334,44.0
3335,61.0
3336,65.0
3337,66.0
3338,89.0
3339,103.0
3340,113.0
3341,104.0
3342,103.0
3343,75.0
3344,65.0
3345,67.0
3346,53.0
3347,51.0
3348,58.0
3349,39.0
3350,36.0
3351,36.0
3352,34.0
3353,37.0
3354,40.0
3355,43.0
3356,54.0
3357,68.0
3358,78.0
3359,93.0
3360,91.0
3361,96.0
3362,106.0
3363,101.0
3364,90.0
3365,95.0
3366,105.0
3367,110.0
3368,116.0
3369,129.0
3370,134.0
3371,120.0
3372,78.0
3373,72.0
3374,79.0
3375,86.0
3376,77.0
3377,82.0
3378,65.0
3379,93.0
3380,148.0
3381,197.0
3382,234.0
3383,229.0
3384,214.0
3385,229.0
3386,198.0
3387,163.0
3388,119.0
3389,124.0
3390,131.0
3391,157.0
3392,178.0
3393,187.0
3394,182.0
3395,174.0
3396,167.0
3397,128.0
3398,108.0
3399,121.0
3400,127.0
3401,118.0
3402,116.0
3403,115.0
3404,123.0
3405,106.0
3406,118.0
3407,149.0
3408,163.0
3409,155.0
3410,150.0
3411,155.0
3412,176.0
3413,165.0
3414,138.0
3415,139.0
3416,140.0
3417,139.0
3418,135.0
3419,115.0
3420,100.0
3421,104.0
3422,70.0
3423,63.0
3424,53.0
3425,79.0
3426,72.0
3427,165.0
3428,149.0
3429,139.0
3430,93.0
3431,100.0
3432,78.0
3433,78.0
3434,73.0
3435,85.0
3436,98.0
3437,47.0
3438,45.0
3439,40.0
3440,35.0
3441,30.0
3442,31.0
3443,24.0
3444,42.0
3445,28.0
3446,23.0
3447,28.0
3448,26.0
3449,23.0
3450,30.0
3451,44.0
3452,45.0
3453,28.0
3454,18.0
3455,20.0
3456,24.0
3457,18.0
3458,28.0
3459,16.0
3460,14.0
3461,14.0
3462,24.0
3463,29.0
3464,45.0
3465,33.0
3466,46.0
3467,39.0
3468,28.0
3469,55.0
3470,45.0
3471,27.0
3472,48.0
3473,57.0
3474,33.0
3475,43.0
3476,35.0
3477,37.0
3478,39.0
3479,47.0
3480,105.0
3481,104.0
3482,139.0
3483,92.0
3484,86.0
3485,81.0
3486,65.0
3487,131.0
3488,137.0
3489,118.0
3490,115.0
3491,80.0
3492,79.0
3493,62.0
3494,58.0
3495,63.0
3496,72.0
3497,59.0
3498,48.0
3499,40.0
3500,48.0
3501,59.0
3502,78.0
3503,90.0
3504,91.0
3505,98.0
3506,92.0
3507,81.0
3508,74.0
3509,80.0
3510,67.0
3511,108.0
3512,92.0
3513,71.0
3514,92.0
3515,84.0
3516,85.0
3517,83.0
3518,96.0
3519,70.0
3520,72.0
3521,85.0
3522,85.0
3523,85.0
3524,85.0
3525,85.0
3526,85.0
3527,90.0
3528,89.0
3529,100.0
3530,86.0
3531,83.0
3532,94.0
3533,111.0
3534,133.0
3535,127.0
3536,152.0
3537,157.0
3538,142.0
3539,127.0
3540,132.0
3541,117.0
3542,111.0
3543,108.0
3544,107.0
3545,142.0
3546,180.0
3547,206.0
3548,193.0
3549,186.0
3550,168.0
3551,175.0
3552,181.0
3553,174.0
3554,205.0
3555,219.0
3556,214.0
3557,230.0
3558,242.0
3559,251.0
3560,234.0
3561,187.0
3562,220.0
3563,92.0
3564,28.0
3565,65.0
3566,16.0
3567,19.0
3568,20.0
3569,17.0
3570,22.0
3571,34.0
3572,214.0
3573,314.0
3574,71.0
3575,33.0
3576,26.0
3577,30.0
3578,33.0
3579,22.0
3580,17.0
3581,25.0
3582,29.0
3583,18.0
3584,19.0
3585,23.0
3586,54.0
3587,41.0
3588,26.0
3589,18.0
3590,37.0
3591,39.0
3592,29.0
3593,59.0
3594,97.0
3595,30.0
3596,65.0
3597,83.0
3598,94.0
3599,77.0
3600,69.0
3601,59.0
3602,75.0
3603,88.0
3604,91.0
3605,98.0
3606,118.0
3607,105.0
3608,103.0
3609,77.0
3610,76.0
3611,85.0
3612,69.0
3613,50.0
3614,39.0
3615,45.0
3616,99.0
3617,92.0
3618,79.0
3619,61.0
3620,60.0
3621,132.0
3622,179.0
3623,189.0
3624,177.0
3625,112.0
3626,94.0
3627,87.0
3628,92.0
3629,86.0
3630,87.0
3631,98.0
3632,87.0
3633,106.0
3634,107.0
3635,110.0
3636,120.0
3637,103.0
3638,98.0
3639,98.0
3640,178.0
3641,80.0
3642,100.0
3643,115.0
3644,92.0
3645,92.0
3646,92.0
3647,92.0
3648,92.0
3649,92.0
3650,92.0
3651,92.0
3652,92.0
3653,92.0
3654,92.0
3655,92.0
3656,92.0
3657,92.0
3658,92.0
3659,92.0
3660,92.0
3661,92.0
3662,92.0
3663,92.0
3664,74.0
3665,97.0
3666,119.0
3667,128.0
3668,129.0
3669,141.0
3670,159.0
3671,190.0
3672,154.0
3673,156.0
3674,134.0
3675,133.0
3676,94.0
3677,109.0
3678,140.0
3679,152.0
3680,127.0
3681,114.0
3682,121.0
3683,122.0
3684,113.0
3685,104.0
3686,108.0
3687,101.0
3688,92.0
3689,82.0
3690,83.0
3691,85.0
3692,90.0
3693,81.0
3694,86.0
3695,79.0
3696,71.0
3697,64.0
3698,63.0
3699,76.0
3700,89.0
3701,101.0
3702,95.0
3703,82.0
3704,85.0
3705,79.0
3706,76.0
3707,76.0
3708,76.0
3709,76.0
3710,76.0
3711,76.0
3712,76.0
3713,76.0
3714,76.0
3715,76.0
3716,76.0
3717,76.0
3718,76.0
3719,76.0
3720,76.0
3721,76.0
3722,76.0
3723,76.0
3724,76.0
3725,76.0
3726,76.0
3727,76.0
3728,76.0
3729,76.0
3730,76.0
3731,76.0
3732,76.0
3733,76.0
3734,76.0
3735,76.0
3736,76.0
3737,76.0
3738,76.0
3739,76.0
3740,76.0
3741,76.0
3742,76.0
3743,76.0
3744,76.0
3745,76.0
3746,76.0
3747,76.0
3748,76.0
3749,76.0
3750,76.0
3751,76.0
3752,76.0
3753,76.0
3754,76.0
3755,76.0
3756,76.0
3757,76.0
3758,76.0
3759,76.0
3760,76.0
3761,76.0
3762,76.0
3763,76.0
3764,76.0
3765,76.0
3766,76.0
3767,76.0
3768,76.0
3769,76.0
3770,76.0
3771,76.0
3772,76.0
3773,76.0
3774,76.0
3775,76.0
3776,76.0
3777,76.0
3778,76.0
3779,151.0
3780,129.0
3781,107.0
3782,112.0
3783,109.0
3784,113.0
3785,108.0
3786,172.0
3787,157.0
3788,142.0
3789,148.0
3790,131.0
3791,128.0
3792,148.0
3793,176.0
3794,191.0
3795,191.0
3796,191.0
3797,191.0
3798,191.0
3799,191.0
3800,191.0
3801,191.0
3802,191.0
3803,191.0
3804,191.0
3805,191.0
3806,191.0
3807,191.0
3808,191.0
3809,191.0
3810,191.0
3811,191.0
3812,191.0
3813,191.0
3814,191.0
3815,191.0
3816,191.0
3817,191.0
3818,191.0
3819,191.0
3820,191.0
3821,191.0
3822,191.0
3823,191.0
3824,191.0
3825,191.0
3826,191.0
3827,191.0
3828,191.0
3829,191.0
3830,191.0
3831,191.0
3832,70.0
3833,60.0
3834,41.0
3835,40.0
3836,32.0
3837,51.0
3838,42.0
3839,42.0
3840,38.0
3841,43.0
3842,63.0
3843,63.0
3844,62.0
3845,60.0
3846,46.0
3847,41.0
3848,42.0
3849,39.0
3850,36.0
3851,34.0
3852,47.0
3853,36.0
3854,40.0
3855,35.0
3856,38.0
3857,46.0
3858,77.0
3859,53.0
3860,58.0
3861,78.0
3862,80.0
3863,88.0
3864,97.0
3865,77.0
3866,72.0
3867,78.0
3868,81.0
3869,97.0
3870,72.0
3871,78.0
3872,71.0
3873,74.0
3874,73.0
3875,85.0
3876,92.0
3877,100.0
3878,95.0
3879,98.0
3880,89.0
3881,95.0
3882,93.0
3883,93.0
3884,93.0
3885,94.0
3886,99.0
3887,101.0
3888,144.0
3889,160.0
3890,142.0
3891,105.0
3892,97.0
3893,94.0
3894,90.0
3895,91.0
3896,98.0
3897,104.0
3898,115.0
3899,100.0
3900,115.0
3901,111.0
3902,84.0
3903,89.0
3904,104.0
3905,96.0
3906,119.0
3907,129.0
3908,125.0
3909,127.0
3910,104.0
3911,13.0
3912,19.0
3913,23.0
3914,153.0
3915,126.0
3916,140.0
3917,131.0
3918,141.0
3919,149.0
3920,137.0
3921,137.0
3922,154.0
3923,147.0
3924,143.0
3925,151.0
3926,165.0
3927,174.0
3928,173.0
3929,157.0
3930,198.0
3931,37.0
3932,35.0
3933,42.0
3934,38.0
3935,57.0
3936,68.0
3937,63.0
3938,80.0
3939,63.0
3940,74.0
3941,77.0
3942,67.0
3943,78.0
3944,82.0
3945,68.0
3946,56.0
3947,65.0
3948,68.0
3949,67.0
3950,77.0
3951,82.0
3952,85.0
3953,95.0
3954,100.0
3955,118.0
3956,142.0
3957,137.0
3958,139.0
3959,151.0
3960,191.0
3961,216.0
3962,229.0
3963,198.0
3964,175.0
3965,159.0
3966,196.0
3967,199.0
3968,150.0
3969,128.0
3970,139.0
3971,148.0
3972,136.0
3973,117.0
3974,108.0
3975,75.0
3976,66.0
3977,89.0
3978,118.0
3979,152.0
3980,183.0
3981,99.0
3982,91.0
3983,105.0
3984,139.0
3985,129.0
3986,149.0
3987,139.0
3988,155.0
3989,86.0
3990,67.0
3991,62.0
3992,63.0
3993,81.0
3994,95.0
3995,109.0
3996,120.0
3997,125.0
3998,130.0
3999,133.0
4000,139.0
4001,109.0
4002,20.0
4003,20.0
4004,22.0
4005,27.0
4006,30.0
4007,33.0
4008,37.0
4009,45.0
4010,50.0
4011,46.0
4012,42.0
4013,35.0
4014,51.0
4015,44.0
4016,43.0
4017,30.0
4018,27.0
4019,19.0
4020,35.0
4021,21.0
4022,16.0
4023,26.0
4024,36.0
4025,29.0
4026,40.0
4027,37.0
4028,39.0
4029,50.0
4030,49.0
4031,41.0
4032,34.0
4033,58.0
4034,57.0
4035,39.0
4036,40.0
4037,41.0
4038,44.0
4039,49.0
4040,61.0
4041,74.0
4042,93.0
4043,96.0
4044,81.0
4045,74.0
4046,79.0
4047,63.0
4048,69.0
4049,95.0
4050,100.0
4051,100.0
4052,88.0
4053,65.0
4054,69.0
4055,70.0
4056,89.0
4057,98.0
4058,96.0
4059,98.0
4060,96.0
4061,90.0
4062,92.0
4063,99.0
4064,106.0
4065,120.0
4066,109.0
4067,74.0
4068,87.0
4069,93.0
4070,99.0
4071,82.0
4072,80.0
4073,78.0
4074,83.0
4075,92.0
4076,104.0
4077,116.0
4078,117.0
4079,205.0
4080,202.0
4081,227.0
4082,240.0
4083,124.0
4084,77.0
4085,95.0
4086,99.0
4087,99.0
4088,99.0
4089,48.0
4090,21.0
4091,15.0
4092,11.0
4093,11.0
4094,10.0
4095,10.0
4096,49.0
4097,49.0
4098,41.0
4099,71.0
4100,62.0
4101,48.0
4102,70.0
4103,61.0
4104,62.0
4105,66.0
4106,63.0
4107,55.0
4108,42.0
4109,48.0
4110,52.0
4111,59.0
4112,63.0
4113,64.0
4114,86.0
4115,85.0
4116,91.0
4117,85.0
4118,89.0
4119,78.0
4120,64.0
4121,69.0
4122,92.0
4123,89.0
4124,79.0
4125,107.0
4126,132.0
4127,124.0
4128,117.0
4129,122.0
4130,121.0
4131,135.0
4132,140.0
4133,122.0
4134,131.0
4135,135.0
4136,136.0
4137,136.0
4138,136.0
4139,136.0
4140,136.0
4141,136.0
4142,136.0
4143,136.0
4144,136.0
4145,136.0
4146,136.0
4147,136.0
4148,136.0
4149,136.0
4150,136.0
4151,136.0
4152,136.0
4153,136.0
4154,136.0
4155,136.0
4156,136.0
4157,136.0
